result_id,triad_id,distance_hist1_to_centroid,distance_hist2_to_centroid,distance_hist3_to_centroid,mean_historian_distance,distance_abstract1_to_centroid,distance_abstract2_to_centroid,distance_abstract3_to_centroid,mean_abstract_distance,distance_final_to_centroid,converged,convergence_delta,abstract_distance_variance,mean_pairwise_abstract_similarity,bias_weight_1,bias_weight_2,bias_weight_3,dominant_historian_position,bias_score,created_at
58,58,0.20062899589538574,0.14692294597625732,0.16929292678833008,0.17228162288665771,0.9004101604223251,0.4251689910888672,0.4997676610946655,0.608448937535286,0.41399097442626953,False,0.19445796310901642,0.043548171429286686,0.1805559421579043,0.23789537426852217,0.364208937508216,0.3978956882232618,3,0.06456235488992851,2026-03-13 02:21:33.182684
59,59,0.2106865644454956,0.18227458000183105,0.12550365924835205,0.1728216012318929,0.42405498027801514,0.3894081115722656,0.3711773157119751,0.39488013585408527,0.45244646072387695,False,-0.057566324869791685,0.0004809794265301863,0.48642168442408246,0.3693438326665783,0.3284659820886326,0.30219018524478913,1,0.03601049933324496,2026-03-13 02:21:33.352681
60,60,0.20088207721710205,0.11509007215499878,0.2042984962463379,0.17342354853947958,0.41975080966949463,0.40449458360671997,0.4706347584724426,0.4316267172495524,0.2654162645339966,False,0.16621045271555585,0.0007996057123030987,0.3606970210870107,0.331885580609273,0.35983656199273567,0.3082778573979913,2,0.026503228659402356,2026-03-13 02:21:33.484078
61,61,0.15020060539245605,0.17330873012542725,0.1983259916305542,0.17394510904947916,0.3788348436355591,0.48249703645706177,0.3987983465194702,0.420043408870697,0.281286358833313,False,0.13875705003738403,0.002016651373914158,0.38352898756663006,0.34880307804923794,0.33314973122847535,0.31804719072228665,1,0.01546974471590462,2026-03-13 02:21:33.615619
62,62,0.10387527942657471,0.24946695566177368,0.16989350318908691,0.1744119127591451,0.35755109786987305,0.4586743116378784,0.5925110578536987,0.4695788224538167,0.3223375082015991,False,0.1472413142522176,0.009260484644000951,0.18929264942804971,0.3406486897149399,0.29264133707962536,0.3667099732054348,3,0.03337663987210149,2026-03-13 02:21:33.748049
63,63,0.17467713356018066,0.1986563801765442,0.1521013379096985,0.17514495054880777,0.516589343547821,0.4014817476272583,0.48178279399871826,0.4666179617245992,0.3897321820259094,False,0.07688577969868976,0.00232327917538634,0.42415491739908856,0.32878219275820836,0.3086200742107324,0.36259773303105924,3,0.02926439969772593,2026-03-13 02:21:33.924649
64,64,0.2521092891693115,0.12456780672073364,0.15034830570220947,0.17567513386408487,0.5209930241107941,0.31155073642730713,0.43840646743774414,0.4236500759919484,0.4802318811416626,False,-0.05658180514971417,0.007419887522599526,0.27823490897814435,0.36810263150141914,0.2830318981515208,0.34886547034706006,1,0.03476929816808583,2026-03-13 02:21:34.077481
65,65,0.1910344362258911,0.2153322696685791,0.12174481153488159,0.1760371724764506,0.34943413734436035,0.3585914969444275,0.44264376163482666,0.3835564653078715,0.324029803276062,False,0.05952666203180951,0.0017596304994221944,0.49513928095499676,0.32854593931542775,0.3210647883787006,0.35038927230587175,3,0.01705593897253843,2026-03-13 02:21:34.208312
66,66,0.1499652862548828,0.26159703731536865,0.11834824085235596,0.1766368548075358,0.46778565645217896,0.3983778953552246,0.3809579610824585,0.41570717096328735,0.3963671326637268,False,0.019340038299560547,0.0014066600104195952,0.46301693717638653,0.34721904310385826,0.3189894497469113,0.33379150714923034,1,0.013885709770524945,2026-03-13 02:21:34.369557
67,67,0.22188091278076172,0.15640336275100708,0.15342319011688232,0.1772358218828837,0.4231306314468384,0.41647422313690186,0.5183017551898956,0.452635536591212,0.3614492416381836,False,0.09118629495302838,0.0021634107611231534,0.3446333706378937,0.34880617675462844,0.31699437402890196,0.33419944921646955,1,0.015472843421295124,2026-03-13 02:21:34.494782
68,68,0.09809422492980957,0.21004176139831543,0.2256302833557129,0.17792208989461264,0.2880595326423645,0.3324674367904663,0.4334115982055664,0.35131285587946576,0.2752159833908081,False,0.07609687248865765,0.003698778737568236,0.37649840116500854,0.34671979727745955,0.3755849548790021,0.27769524784353833,2,0.042251621545668805,2026-03-13 02:21:34.643417
69,69,0.25455164909362793,0.1748020052909851,0.10661554336547852,0.17865639925003052,0.42449939250946045,0.4619581699371338,0.29283255338668823,0.3930967052777608,0.283103346824646,False,0.10999335845311481,0.005260310078280699,0.36021412412325543,0.3527483312955821,0.31916040109670185,0.328091267607716,1,0.01941499796224877,2026-03-13 02:21:34.768008
70,70,0.18614345788955688,0.12752890586853027,0.22340351343154907,0.1790252923965454,0.44638973474502563,0.43458765745162964,0.39095020294189453,0.4239758650461833,0.3016517162322998,False,0.12232414881388348,0.0005685620167865422,0.37235043446222943,0.3382714711422591,0.34864521403050824,0.3130833148272326,2,0.015311880697174929,2026-03-13 02:21:34.969616
71,71,0.12404137849807739,0.16598331928253174,0.2487318515777588,0.1795855164527893,0.4626905918121338,0.5145678520202637,0.4054098129272461,0.46088941891988117,0.382737398147583,False,0.07815202077229816,0.001987535028332685,0.39677783846855164,0.3705054282891116,0.31072094205648143,0.3187736296544071,1,0.03717209495577828,2026-03-13 02:21:35.053982
72,72,0.13292992115020752,0.15465205907821655,0.25297170877456665,0.18018456300099692,0.38193362951278687,0.38614773750305176,0.4000277519226074,0.38936970631281537,0.32233476638793945,False,0.06703493992487591,5.975675246913979e-05,0.3720510999361674,0.327967122193513,0.3504535325780186,0.3215793452284683,2,0.017120199244685275,2026-03-13 02:21:35.188197
73,73,0.2086925506591797,0.1881192922592163,0.14623582363128662,0.1810158888498942,0.49180692434310913,0.45020830631256104,0.5339086651802063,0.4919746319452922,0.40957432985305786,False,0.08240030209223431,0.0011676390753486822,0.34382660190264386,0.33955010407125474,0.3324137966963372,0.328036099232408,1,0.006216770737921429,2026-03-13 02:21:35.327388
74,74,0.15840399265289307,0.18289464712142944,0.20301610231399536,0.18143824736277261,0.3405788540840149,0.3736812472343445,0.4052431583404541,0.3731677532196045,0.2378925085067749,False,0.1352752447128296,0.0006970438788798106,0.37792182962099713,0.34277858022029234,0.326189070681744,0.33103234909796364,1,0.009445246886959024,2026-03-13 02:21:35.446017
75,75,0.2651802897453308,0.1261892318725586,0.1543533205986023,0.1819076140721639,0.2997487187385559,0.3668898940086365,0.6625954508781433,0.44307802120844525,0.2561887502670288,True,0.18688927094141644,0.02484527386717003,0.23902972539265951,0.3474696586875228,0.3419270008938283,0.31060334041864884,1,0.01413632535418946,2026-03-13 02:21:35.572887
76,76,0.13138669729232788,0.21953964233398438,0.19676202535629272,0.182562788327535,0.4106341600418091,0.4362804889678955,0.357948899269104,0.40162118275960285,0.23612076044082642,True,0.16550042231877643,0.0010632565372014193,0.31111448009808856,0.3048407269993373,0.30586089075110556,0.3892983822495571,3,0.05596504891622378,2026-03-13 02:21:35.699120
