geometry_id,triad_id,source_ids,n_sources,distance_matrix,distance_mean,distance_std,distance_min,distance_max,distance_p10,distance_p25,distance_p50,distance_p75,distance_p90,within_hist1_mean,within_hist2_mean,within_hist3_mean,between_hist12_mean,between_hist13_mean,between_hist23_mean,within_mean,between_mean,within_between_ratio,created_at
24,24,"[""9b52965a-42eb-42d1-9b9f-f0561b7e7adf"", ""fa0c2ee0-1ea5-4c25-9e14-85f2ed1b19e9"", ""921f089c-8edf-40dd-a0cf-c005975f7c08"", ""921f089c-8edf-40dd-a0cf-c005975f7c08"", ""411eaadb-2b9d-490e-b5e3-156001227989"", ""5231a679-05dd-4a3f-bdbf-7d46c2771439"", ""1c85402e-1dda-4dc7-9fe1-0721787b8108"", ""5e5e6a1c-a3c7-4613-9fd1-adcc73f118a1"", ""60fdffca-9e95-42f9-829b-dec8874c8293""]",9,"[[0.0, 0.47028154134750366, 0.5034704208374023, 0.5034704208374023, 0.6097937822341919, 0.6474477052688599, 0.8711207509040833, 0.798338770866394, 0.7195054292678833], [0.47028154134750366, -2.384185791015625e-07, 0.552573025226593, 0.552573025226593, 0.6365320682525635, 0.6443614959716797, 0.8109676241874695, 0.7907990217208862, 0.6605963706970215], [0.5034704208374023, 0.552573025226593, 0.0, 0.0, 0.5231590270996094, 0.5027233958244324, 0.7925806045532227, 0.7832798957824707, 0.5973067879676819], [0.5034704208374023, 0.552573025226593, 0.0, 0.0, 0.5231590270996094, 0.5027233958244324, 0.7925806045532227, 0.7832798957824707, 0.5973067879676819], [0.6097937822341919, 0.6365320682525635, 0.5231590270996094, 0.5231590270996094, 5.960464477539063e-08, 0.23776960372924805, 0.6970151662826538, 0.8014072179794312, 0.7040939331054688], [0.6474477052688599, 0.6443614959716797, 0.5027233958244324, 0.5027233958244324, 0.23776960372924805, 0.0, 0.6745767593383789, 0.8347566723823547, 0.6718322038650513], [0.8711207509040833, 0.8109676241874695, 0.7925806045532227, 0.7925806045532227, 0.6970151662826538, 0.6745767593383789, -3.5762786865234375e-07, 0.5049126744270325, 0.5588180422782898], [0.798338770866394, 0.7907990217208862, 0.7832798957824707, 0.7832798957824707, 0.8014072179794312, 0.8347566723823547, 0.5049126744270325, 0.0, 0.39159882068634033], [0.7195054292678833, 0.6605963706970215, 0.5973067879676819, 0.5973067879676819, 0.7040939331054688, 0.6718322038650513, 0.5588180422782898, 0.39159882068634033, -3.5762786865234375e-07]]",0.6179642677307129,0.173991858959198,0.0,0.8711207509040833,0.486502468585968,0.5185974389314651,0.6404467821121216,0.7832798957824707,0.7998729944229126,0.508774995803833,0.4212173521518707,0.4851098358631134,0.5133400559425354,0.7582772374153137,0.7285387516021729,0.4717007279396057,0.6667187213897705,0.707495849158621,2026-03-13 10:57:41.398682
25,25,"[""6ec50673-04ef-42b6-bc65-fb5ca96716ca"", ""dee6f6e0-c93a-4e23-a577-5ec87e13c6ec"", ""e703f913-5bce-44fd-8753-c209dcebce44"", ""921f089c-8edf-40dd-a0cf-c005975f7c08"", ""411eaadb-2b9d-490e-b5e3-156001227989"", ""5231a679-05dd-4a3f-bdbf-7d46c2771439"", ""a4d16ed6-10cf-44e9-98da-b3c8d6351f15"", ""fa101ded-ddae-4505-96cf-37bd80d05d53"", ""b8f343f9-f346-4286-a031-c04ec98af1d0""]",9,"[[-1.1920928955078125e-07, 0.15213513374328613, 0.5752769112586975, 0.7582231163978577, 0.8643606901168823, 0.9057962894439697, 0.7778299450874329, 0.7103778719902039, 0.7675744891166687], [0.15213513374328613, 1.1920928955078125e-07, 0.4814063310623169, 0.7740784883499146, 0.8436896800994873, 0.9008947014808655, 0.807425856590271, 0.7589956521987915, 0.7666462659835815], [0.5752769112586975, 0.4814063310623169, 0.0, 0.6892057657241821, 0.7220700979232788, 0.7773633003234863, 0.8041531443595886, 0.7948134541511536, 0.7383520603179932], [0.7582231163978577, 0.7740784883499146, 0.6892057657241821, 0.0, 0.5231590270996094, 0.5027233958244324, 0.5648293495178223, 0.6487771272659302, 0.6152074933052063], [0.8643606901168823, 0.8436896800994873, 0.7220700979232788, 0.5231590270996094, 5.960464477539063e-08, 0.23776960372924805, 0.6596498489379883, 0.7131195664405823, 0.6642735004425049], [0.9057962894439697, 0.9008947014808655, 0.7773633003234863, 0.5027233958244324, 0.23776960372924805, 0.0, 0.5384246110916138, 0.6964514255523682, 0.6725828647613525], [0.7778299450874329, 0.807425856590271, 0.8041531443595886, 0.5648293495178223, 0.6596498489379883, 0.5384246110916138, -2.384185791015625e-07, 0.5837152600288391, 0.4958030581474304], [0.7103778719902039, 0.7589956521987915, 0.7948134541511536, 0.6487771272659302, 0.7131195664405823, 0.6964514255523682, 0.5837152600288391, -1.1920928955078125e-07, 0.4738001823425293], [0.7675744891166687, 0.7666462659835815, 0.7383520603179932, 0.6152074933052063, 0.6642735004425049, 0.6725828647613525, 0.4958030581474304, 0.4738001823425293, -2.384185791015625e-07]]",0.6655821204185486,0.163847416639328,0.15213513374328613,0.9057962894439697,0.48860469460487366,0.5726650208234787,0.703414648771286,0.7748996913433075,0.8255577683448792,0.40293946862220764,0.4212173521518707,0.5177728533744812,0.8039646744728088,0.7695742845535278,0.6414794921875,0.4473099112510681,0.7383395433425903,0.6058322560187134,2026-03-13 10:57:41.554006
26,26,"[""1649d640-1cf1-475a-abd3-f478e0ff2f2c"", ""8dc5eebf-9315-445b-816e-4386eb58315b"", ""a6eaba2e-1f45-4f05-b7d5-35bad1b2cfdc"", ""921f089c-8edf-40dd-a0cf-c005975f7c08"", ""411eaadb-2b9d-490e-b5e3-156001227989"", ""5231a679-05dd-4a3f-bdbf-7d46c2771439"", ""a4d16ed6-10cf-44e9-98da-b3c8d6351f15"", ""fa101ded-ddae-4505-96cf-37bd80d05d53"", ""b8f343f9-f346-4286-a031-c04ec98af1d0""]",9,"[[1.1920928955078125e-07, 0.4083142876625061, 0.47687655687332153, 0.5504151582717896, 0.34004759788513184, 0.35930323600769043, 0.760658860206604, 0.7783395051956177, 0.8104102611541748], [0.4083142876625061, -1.1920928955078125e-07, 0.4321507215499878, 0.6217797994613647, 0.6509354114532471, 0.654181718826294, 0.7585870623588562, 0.7187598943710327, 0.7115859985351562], [0.47687655687332153, 0.4321507215499878, 1.1920928955078125e-07, 0.670328676700592, 0.7180960178375244, 0.7089648246765137, 0.7113828659057617, 0.6754957437515259, 0.6815181970596313], [0.5504151582717896, 0.6217797994613647, 0.670328676700592, 0.0, 0.5231590270996094, 0.5027233958244324, 0.5648293495178223, 0.6487771272659302, 0.6152074933052063], [0.34004759788513184, 0.6509354114532471, 0.7180960178375244, 0.5231590270996094, 5.960464477539063e-08, 0.23776960372924805, 0.6596498489379883, 0.7131195664405823, 0.6642735004425049], [0.35930323600769043, 0.654181718826294, 0.7089648246765137, 0.5027233958244324, 0.23776960372924805, 0.0, 0.5384246110916138, 0.6964514255523682, 0.6725828647613525], [0.760658860206604, 0.7585870623588562, 0.7113828659057617, 0.5648293495178223, 0.6596498489379883, 0.5384246110916138, -2.384185791015625e-07, 0.5837152600288391, 0.4958030581474304], [0.7783395051956177, 0.7187598943710327, 0.6754957437515259, 0.6487771272659302, 0.7131195664405823, 0.6964514255523682, 0.5837152600288391, -1.1920928955078125e-07, 0.4738001823425293], [0.8104102611541748, 0.7115859985351562, 0.6815181970596313, 0.6152074933052063, 0.6642735004425049, 0.6725828647613525, 0.4958030581474304, 0.4738001823425293, -2.384185791015625e-07]]",0.605233907699585,0.13317660987377167,0.23776960372924805,0.8104102611541748,0.42023250460624695,0.5180501192808151,0.6525585651397705,0.7095693349838257,0.7386734783649445,0.4391138553619385,0.4212173521518707,0.5177728533744812,0.5860058069229126,0.734082043170929,0.6414794921875,0.4593680202960968,0.6538558006286621,0.7025524891794623,2026-03-13 10:57:41.719687
27,27,"[""1649d640-1cf1-475a-abd3-f478e0ff2f2c"", ""8dc5eebf-9315-445b-816e-4386eb58315b"", ""a6eaba2e-1f45-4f05-b7d5-35bad1b2cfdc"", ""921f089c-8edf-40dd-a0cf-c005975f7c08"", ""411eaadb-2b9d-490e-b5e3-156001227989"", ""5231a679-05dd-4a3f-bdbf-7d46c2771439"", ""4510e046-fff1-426d-b8bb-7d7f8e147752"", ""b2d03db9-edd3-4467-a2f0-1ef1b8bc5079"", ""e886a999-d83f-4d41-80d2-5d86c2c9b780""]",9,"[[1.1920928955078125e-07, 0.4083142876625061, 0.47687655687332153, 0.5504151582717896, 0.34004759788513184, 0.35930323600769043, 0.828534722328186, 0.8733874559402466, 0.7991057634353638], [0.4083142876625061, -1.1920928955078125e-07, 0.4321507215499878, 0.6217797994613647, 0.6509354114532471, 0.654181718826294, 0.7315990328788757, 0.8945807814598083, 0.7949561476707458], [0.47687655687332153, 0.4321507215499878, 1.1920928955078125e-07, 0.670328676700592, 0.7180960178375244, 0.7089648246765137, 0.637992262840271, 0.906224250793457, 0.8157466053962708], [0.5504151582717896, 0.6217797994613647, 0.670328676700592, 0.0, 0.5231590270996094, 0.5027233958244324, 0.5955384373664856, 0.7084949612617493, 0.7829960584640503], [0.34004759788513184, 0.6509354114532471, 0.7180960178375244, 0.5231590270996094, 5.960464477539063e-08, 0.23776960372924805, 0.7190228700637817, 0.751980185508728, 0.767342209815979], [0.35930323600769043, 0.654181718826294, 0.7089648246765137, 0.5027233958244324, 0.23776960372924805, 0.0, 0.7101801633834839, 0.8545767068862915, 0.7413488626480103], [0.828534722328186, 0.7315990328788757, 0.637992262840271, 0.5955384373664856, 0.7190228700637817, 0.7101801633834839, 1.1920928955078125e-07, 0.7102656364440918, 0.7221465706825256], [0.8733874559402466, 0.8945807814598083, 0.906224250793457, 0.7084949612617493, 0.751980185508728, 0.8545767068862915, 0.7102656364440918, 5.960464477539063e-08, 0.8416818380355835], [0.7991057634353638, 0.7949561476707458, 0.8157466053962708, 0.7829960584640503, 0.767342209815979, 0.7413488626480103, 0.7221465706825256, 0.8416818380355835, 1.1920928955078125e-07]]",0.6678540706634521,0.1640702784061432,0.23776960372924805,0.906224250793457,0.42023250460624695,0.5842576175928116,0.7102228999137878,0.7859860807657242,0.8481292724609375,0.4391138553619385,0.4212173521518707,0.7580313682556152,0.5860058069229126,0.8091251850128174,0.7368311285972595,0.5394542217254639,0.7106540203094482,0.7590954336549917,2026-03-13 10:57:41.930482
28,28,"[""6ec50673-04ef-42b6-bc65-fb5ca96716ca"", ""dee6f6e0-c93a-4e23-a577-5ec87e13c6ec"", ""e703f913-5bce-44fd-8753-c209dcebce44"", ""86331b81-9e0a-47d5-80dd-b26e438363e1"", ""7c673fb6-ebfe-45f9-9eba-c83cd5dadb6c"", ""20745b5b-6ba6-43cf-951f-a2f01d564b96"", ""921f089c-8edf-40dd-a0cf-c005975f7c08"", ""411eaadb-2b9d-490e-b5e3-156001227989"", ""5231a679-05dd-4a3f-bdbf-7d46c2771439""]",9,"[[-1.1920928955078125e-07, 0.15213513374328613, 0.5752769112586975, 0.8971120119094849, 0.962258517742157, 0.962258517742157, 0.7582231163978577, 0.8643606901168823, 0.9057962894439697], [0.15213513374328613, 1.1920928955078125e-07, 0.4814063310623169, 0.8466907739639282, 0.9606071710586548, 0.9606071710586548, 0.7740784883499146, 0.8436896800994873, 0.9008947014808655], [0.5752769112586975, 0.4814063310623169, 0.0, 0.7837575674057007, 0.8788853883743286, 0.8788853883743286, 0.6892057657241821, 0.7220700979232788, 0.7773633003234863], [0.8971120119094849, 0.8466907739639282, 0.7837575674057007, 0.0, 0.4838014841079712, 0.4838014841079712, 0.6740023493766785, 0.5992699861526489, 0.6624432802200317], [0.962258517742157, 0.9606071710586548, 0.8788853883743286, 0.4838014841079712, -1.1920928955078125e-07, -1.1920928955078125e-07, 0.6563706994056702, 0.6367448568344116, 0.6367316246032715], [0.962258517742157, 0.9606071710586548, 0.8788853883743286, 0.4838014841079712, -1.1920928955078125e-07, -1.1920928955078125e-07, 0.6563706994056702, 0.6367448568344116, 0.6367316246032715], [0.7582231163978577, 0.7740784883499146, 0.6892057657241821, 0.6740023493766785, 0.6563706994056702, 0.6563706994056702, 0.0, 0.5231590270996094, 0.5027233958244324], [0.8643606901168823, 0.8436896800994873, 0.7220700979232788, 0.5992699861526489, 0.6367448568344116, 0.6367448568344116, 0.5231590270996094, 5.960464477539063e-08, 0.23776960372924805], [0.9057962894439697, 0.9008947014808655, 0.7773633003234863, 0.6624432802200317, 0.6367316246032715, 0.6367316246032715, 0.5027233958244324, 0.23776960372924805, 0.0]]",0.6833952069282532,0.22382810711860657,-1.1920928955078125e-07,0.962258517742157,0.48260390758514404,0.5932717174291611,0.6816040575504303,0.8679918646812439,0.9332017302513123,0.40293946862220764,0.3225342929363251,0.4212173521518707,0.9034513831138611,0.8039646744728088,0.6439344882965088,0.38223037123680115,0.783783495426178,0.4876734116849009,2026-03-13 10:57:42.137693
29,29,"[""cc7540fe-88ce-4d4d-a240-ba86b9825c5c"", ""71cc9d60-f058-405c-aad0-aeaaadf63b03"", ""3f7a7eff-0559-4115-845c-c65a755d4324"", ""921f089c-8edf-40dd-a0cf-c005975f7c08"", ""411eaadb-2b9d-490e-b5e3-156001227989"", ""5231a679-05dd-4a3f-bdbf-7d46c2771439"", ""4510e046-fff1-426d-b8bb-7d7f8e147752"", ""b2d03db9-edd3-4467-a2f0-1ef1b8bc5079"", ""e886a999-d83f-4d41-80d2-5d86c2c9b780""]",9,"[[-1.1920928955078125e-07, 0.6256991624832153, 0.5417920351028442, 0.7839816808700562, 0.765329897403717, 0.7394009828567505, 0.8119295835494995, 0.89726322889328, 0.6819645166397095], [0.6256991624832153, 1.1920928955078125e-07, 0.5917656421661377, 0.6047165989875793, 0.581030011177063, 0.5875251293182373, 0.6258794665336609, 0.7939854860305786, 0.6803485155105591], [0.5417920351028442, 0.5917656421661377, -2.384185791015625e-07, 0.7241119742393494, 0.7306398153305054, 0.6413396000862122, 0.7819110155105591, 0.9608555436134338, 0.6961472034454346], [0.7839816808700562, 0.6047165989875793, 0.7241119742393494, 0.0, 0.5231590270996094, 0.5027233958244324, 0.5955384373664856, 0.7084949612617493, 0.7829960584640503], [0.765329897403717, 0.581030011177063, 0.7306398153305054, 0.5231590270996094, 5.960464477539063e-08, 0.23776960372924805, 0.7190228700637817, 0.751980185508728, 0.767342209815979], [0.7394009828567505, 0.5875251293182373, 0.6413396000862122, 0.5027233958244324, 0.23776960372924805, 0.0, 0.7101801633834839, 0.8545767068862915, 0.7413488626480103], [0.8119295835494995, 0.6258794665336609, 0.7819110155105591, 0.5955384373664856, 0.7190228700637817, 0.7101801633834839, 1.1920928955078125e-07, 0.7102656364440918, 0.7221465706825256], [0.89726322889328, 0.7939854860305786, 0.9608555436134338, 0.7084949612617493, 0.751980185508728, 0.8545767068862915, 0.7102656364440918, 5.960464477539063e-08, 0.8416818380355835], [0.6819645166397095, 0.6803485155105591, 0.6961472034454346, 0.7829960584640503, 0.767342209815979, 0.7413488626480103, 0.7221465706825256, 0.8416818380355835, 1.1920928955078125e-07]]",0.694912314414978,0.1282355636358261,0.23776960372924805,0.9608555436134338,0.5614110231399536,0.6204535216093063,0.7146442532539368,0.770984411239624,0.8268057107925415,0.5864189267158508,0.4212173521518707,0.7580313682556152,0.684230625629425,0.7700316309928894,0.7368311285972595,0.5885559320449829,0.7303643822669983,0.8058387653271752,2026-03-13 10:57:42.401953
30,30,"[""921f089c-8edf-40dd-a0cf-c005975f7c08"", ""411eaadb-2b9d-490e-b5e3-156001227989"", ""5231a679-05dd-4a3f-bdbf-7d46c2771439"", ""4510e046-fff1-426d-b8bb-7d7f8e147752"", ""b2d03db9-edd3-4467-a2f0-1ef1b8bc5079"", ""90a69f24-d002-480f-b364-e9d6d032b649"", ""4510e046-fff1-426d-b8bb-7d7f8e147752"", ""b2d03db9-edd3-4467-a2f0-1ef1b8bc5079"", ""e886a999-d83f-4d41-80d2-5d86c2c9b780""]",9,"[[0.0, 0.5231590270996094, 0.5027233958244324, 0.5955384373664856, 0.7084949612617493, 0.7006948590278625, 0.5955384373664856, 0.7084949612617493, 0.7829960584640503], [0.5231590270996094, 5.960464477539063e-08, 0.23776960372924805, 0.7190228700637817, 0.751980185508728, 0.8601051568984985, 0.7190228700637817, 0.751980185508728, 0.767342209815979], [0.5027233958244324, 0.23776960372924805, 0.0, 0.7101801633834839, 0.8545767068862915, 0.9224027991294861, 0.7101801633834839, 0.8545767068862915, 0.7413488626480103], [0.5955384373664856, 0.7190228700637817, 0.7101801633834839, 1.1920928955078125e-07, 0.7102656364440918, 0.7491052150726318, 1.1920928955078125e-07, 0.7102656364440918, 0.7221465706825256], [0.7084949612617493, 0.751980185508728, 0.8545767068862915, 0.7102656364440918, 5.960464477539063e-08, 0.8249029517173767, 0.7102656364440918, 5.960464477539063e-08, 0.8416818380355835], [0.7006948590278625, 0.8601051568984985, 0.9224027991294861, 0.7491052150726318, 0.8249029517173767, -2.384185791015625e-07, 0.7491052150726318, 0.8249029517173767, 0.8944684863090515], [0.5955384373664856, 0.7190228700637817, 0.7101801633834839, 1.1920928955078125e-07, 0.7102656364440918, 0.7491052150726318, 1.1920928955078125e-07, 0.7102656364440918, 0.7221465706825256], [0.7084949612617493, 0.751980185508728, 0.8545767068862915, 0.7102656364440918, 5.960464477539063e-08, 0.8249029517173767, 0.7102656364440918, 5.960464477539063e-08, 0.8416818380355835], [0.7829960584640503, 0.767342209815979, 0.7413488626480103, 0.7221465706825256, 0.8416818380355835, 0.8944684863090515, 0.7221465706825256, 0.8416818380355835, 1.1920928955078125e-07]]",0.6869259476661682,0.20665375888347626,5.960464477539063e-08,0.9224027991294861,0.5129412114620209,0.7084949612617493,0.7205847203731537,0.7934727817773819,0.8545767068862915,0.4212173521518707,0.7614246010780334,0.7580313682556152,0.7581107020378113,0.7368311285972595,0.6058706641197205,0.6468911170959473,0.7002708315849304,0.923772757508451,2026-03-13 10:57:42.832686
31,31,"[""fa0c2ee0-1ea5-4c25-9e14-85f2ed1b19e9"", ""d468ab42-3884-4344-ad4a-4a703636fd6a"", ""f4ec8f9b-7107-4263-be45-63839cd8d9e5"", ""921f089c-8edf-40dd-a0cf-c005975f7c08"", ""411eaadb-2b9d-490e-b5e3-156001227989"", ""5231a679-05dd-4a3f-bdbf-7d46c2771439"", ""4510e046-fff1-426d-b8bb-7d7f8e147752"", ""9382ebfc-68b8-4fe6-af1d-8d3d070742fa"", ""a28f7d57-8d13-4551-8e41-23eb67b9617e""]",9,"[[-2.384185791015625e-07, 0.36945897340774536, 0.45316755771636963, 0.552573025226593, 0.6365320682525635, 0.6443614959716797, 0.5893905162811279, 0.6930570602416992, 0.7003970146179199], [0.36945897340774536, 0.0, 0.5153966546058655, 0.6620486378669739, 0.7530361413955688, 0.7286362648010254, 0.7525629997253418, 0.9070544242858887, 0.8130319118499756], [0.45316755771636963, 0.5153966546058655, -3.5762786865234375e-07, 0.48873287439346313, 0.5435300469398499, 0.5531437397003174, 0.4700273275375366, 0.6734497547149658, 0.5659704208374023], [0.552573025226593, 0.6620486378669739, 0.48873287439346313, 0.0, 0.5231590270996094, 0.5027233958244324, 0.5955384373664856, 0.5735225081443787, 0.620438277721405], [0.6365320682525635, 0.7530361413955688, 0.5435300469398499, 0.5231590270996094, 5.960464477539063e-08, 0.23776960372924805, 0.7190228700637817, 0.5777539014816284, 0.6058663129806519], [0.6443614959716797, 0.7286362648010254, 0.5531437397003174, 0.5027233958244324, 0.23776960372924805, 0.0, 0.7101801633834839, 0.5086098909378052, 0.6341595649719238], [0.5893905162811279, 0.7525629997253418, 0.4700273275375366, 0.5955384373664856, 0.7190228700637817, 0.7101801633834839, 1.1920928955078125e-07, 0.5812812447547913, 0.6174551248550415], [0.6930570602416992, 0.9070544242858887, 0.6734497547149658, 0.5735225081443787, 0.5777539014816284, 0.5086098909378052, 0.5812812447547913, 0.0, 0.6318375468254089], [0.7003970146179199, 0.8130319118499756, 0.5659704208374023, 0.620438277721405, 0.6058663129806519, 0.6341595649719238, 0.6174551248550415, 0.6318375468254089, -1.1920928955078125e-07]]",0.6029132604598999,0.12243740260601044,0.23776960372924805,0.9070544242858887,0.4793801009654999,0.5384372919797897,0.6007023751735687,0.6783515810966492,0.7405996322631836,0.44600772857666016,0.4212173521518707,0.6101913452148438,0.6180660724639893,0.6849935054779053,0.6161213517189026,0.4924721121788025,0.6397269368171692,0.7698161259693034,2026-03-13 10:57:43.048663
32,32,"[""9b52965a-42eb-42d1-9b9f-f0561b7e7adf"", ""fa0c2ee0-1ea5-4c25-9e14-85f2ed1b19e9"", ""921f089c-8edf-40dd-a0cf-c005975f7c08"", ""cc7540fe-88ce-4d4d-a240-ba86b9825c5c"", ""71cc9d60-f058-405c-aad0-aeaaadf63b03"", ""3f7a7eff-0559-4115-845c-c65a755d4324"", ""921f089c-8edf-40dd-a0cf-c005975f7c08"", ""411eaadb-2b9d-490e-b5e3-156001227989"", ""5231a679-05dd-4a3f-bdbf-7d46c2771439""]",9,"[[0.0, 0.47028154134750366, 0.5034704208374023, 0.911823034286499, 0.7655534744262695, 0.8534610867500305, 0.5034704208374023, 0.6097937822341919, 0.6474477052688599], [0.47028154134750366, -2.384185791015625e-07, 0.552573025226593, 0.9249354004859924, 0.6976791620254517, 0.7821564674377441, 0.552573025226593, 0.6365320682525635, 0.6443614959716797], [0.5034704208374023, 0.552573025226593, 0.0, 0.7839816808700562, 0.6047165989875793, 0.7241119742393494, 0.0, 0.5231590270996094, 0.5027233958244324], [0.911823034286499, 0.9249354004859924, 0.7839816808700562, -1.1920928955078125e-07, 0.6256991624832153, 0.5417920351028442, 0.7839816808700562, 0.765329897403717, 0.7394009828567505], [0.7655534744262695, 0.6976791620254517, 0.6047165989875793, 0.6256991624832153, 1.1920928955078125e-07, 0.5917656421661377, 0.6047165989875793, 0.581030011177063, 0.5875251293182373], [0.8534610867500305, 0.7821564674377441, 0.7241119742393494, 0.5417920351028442, 0.5917656421661377, -2.384185791015625e-07, 0.7241119742393494, 0.7306398153305054, 0.6413396000862122], [0.5034704208374023, 0.552573025226593, 0.0, 0.7839816808700562, 0.6047165989875793, 0.7241119742393494, 0.0, 0.5231590270996094, 0.5027233958244324], [0.6097937822341919, 0.6365320682525635, 0.5231590270996094, 0.765329897403717, 0.581030011177063, 0.7306398153305054, 0.5231590270996094, 5.960464477539063e-08, 0.23776960372924805], [0.6474477052688599, 0.6443614959716797, 0.5027233958244324, 0.7394009828567505, 0.5875251293182373, 0.6413396000862122, 0.5027233958244324, 0.23776960372924805, 0.0]]",0.6215497255325317,0.1713307797908783,0.0,0.9249354004859924,0.5027233958244324,0.5371337831020355,0.6177464723587036,0.7328301072120667,0.7839816808700562,0.508774995803833,0.5864189267158508,0.4212173521518707,0.7831576466560364,0.5133400559425354,0.684230625629425,0.5054704546928406,0.6602428555488586,0.7655826192509784,2026-03-13 10:57:43.242196
33,33,"[""921f089c-8edf-40dd-a0cf-c005975f7c08"", ""411eaadb-2b9d-490e-b5e3-156001227989"", ""5231a679-05dd-4a3f-bdbf-7d46c2771439"", ""d7a13c59-f54e-4871-8969-a770ff1278af"", ""55fcb557-5bf5-4031-a678-78f389083a49"", ""41e3e0cf-1b24-4b1e-be49-8bf7ced43ad2"", ""a4d16ed6-10cf-44e9-98da-b3c8d6351f15"", ""fa101ded-ddae-4505-96cf-37bd80d05d53"", ""b8f343f9-f346-4286-a031-c04ec98af1d0""]",9,"[[0.0, 0.5231590270996094, 0.5027233958244324, 0.57734215259552, 0.5126997232437134, 0.5126997232437134, 0.5648293495178223, 0.6487771272659302, 0.6152074933052063], [0.5231590270996094, 5.960464477539063e-08, 0.23776960372924805, 0.30183374881744385, 0.3138587474822998, 0.3138587474822998, 0.6596498489379883, 0.7131195664405823, 0.6642735004425049], [0.5027233958244324, 0.23776960372924805, 0.0, 0.4151262044906616, 0.38007569313049316, 0.38007569313049316, 0.5384246110916138, 0.6964514255523682, 0.6725828647613525], [0.57734215259552, 0.30183374881744385, 0.4151262044906616, 0.0, 0.27378320693969727, 0.27378320693969727, 0.7074298858642578, 0.6746059656143188, 0.7095987796783447], [0.5126997232437134, 0.3138587474822998, 0.38007569313049316, 0.27378320693969727, 0.0, 0.0, 0.5311564207077026, 0.5356035232543945, 0.5263108611106873], [0.5126997232437134, 0.3138587474822998, 0.38007569313049316, 0.27378320693969727, 0.0, 0.0, 0.5311564207077026, 0.5356035232543945, 0.5263108611106873], [0.5648293495178223, 0.6596498489379883, 0.5384246110916138, 0.7074298858642578, 0.5311564207077026, 0.5311564207077026, -2.384185791015625e-07, 0.5837152600288391, 0.4958030581474304], [0.6487771272659302, 0.7131195664405823, 0.6964514255523682, 0.6746059656143188, 0.5356035232543945, 0.5356035232543945, 0.5837152600288391, -1.1920928955078125e-07, 0.4738001823425293], [0.6152074933052063, 0.6642735004425049, 0.6725828647613525, 0.7095987796783447, 0.5263108611106873, 0.5263108611106873, 0.4958030581474304, 0.4738001823425293, -2.384185791015625e-07]]",0.503422200679779,0.1590293049812317,0.0,0.7131195664405823,0.28780847787857056,0.4063635766506195,0.528733640909195,0.6235999017953873,0.6855286955833435,0.4212173521518707,0.18252213299274445,0.5177728533744812,0.41195225715637207,0.6414794921875,0.5864196419715881,0.3738374412059784,0.5466171503067017,0.6839109255833297,2026-03-13 10:57:43.389662
34,34,"[""921f089c-8edf-40dd-a0cf-c005975f7c08"", ""411eaadb-2b9d-490e-b5e3-156001227989"", ""5231a679-05dd-4a3f-bdbf-7d46c2771439"", ""921f089c-8edf-40dd-a0cf-c005975f7c08"", ""ba7b39de-f1a8-4b1b-985b-a10d738d0ca5"", ""ae115f05-34ec-4a0c-b2b2-a058c216c1ab"", ""1c85402e-1dda-4dc7-9fe1-0721787b8108"", ""5e5e6a1c-a3c7-4613-9fd1-adcc73f118a1"", ""60fdffca-9e95-42f9-829b-dec8874c8293""]",9,"[[0.0, 0.5231590270996094, 0.5027233958244324, 0.0, 0.499855637550354, 0.499855637550354, 0.7925806045532227, 0.7832798957824707, 0.5973067879676819], [0.5231590270996094, 5.960464477539063e-08, 0.23776960372924805, 0.5231590270996094, 0.6217953562736511, 0.6217953562736511, 0.6970151662826538, 0.8014072179794312, 0.7040939331054688], [0.5027233958244324, 0.23776960372924805, 0.0, 0.5027233958244324, 0.6886751651763916, 0.6886751651763916, 0.6745767593383789, 0.8347566723823547, 0.6718322038650513], [0.0, 0.5231590270996094, 0.5027233958244324, 0.0, 0.499855637550354, 0.499855637550354, 0.7925806045532227, 0.7832798957824707, 0.5973067879676819], [0.499855637550354, 0.6217953562736511, 0.6886751651763916, 0.499855637550354, -1.1920928955078125e-07, -1.1920928955078125e-07, 0.9416922330856323, 0.8028866052627563, 0.8227073550224304], [0.499855637550354, 0.6217953562736511, 0.6886751651763916, 0.499855637550354, -1.1920928955078125e-07, -1.1920928955078125e-07, 0.9416922330856323, 0.8028866052627563, 0.8227073550224304], [0.7925806045532227, 0.6970151662826538, 0.6745767593383789, 0.7925806045532227, 0.9416922330856323, 0.9416922330856323, -3.5762786865234375e-07, 0.5049126744270325, 0.5588180422782898], [0.7832798957824707, 0.8014072179794312, 0.8347566723823547, 0.7832798957824707, 0.8028866052627563, 0.8028866052627563, 0.5049126744270325, 0.0, 0.39159882068634033], [0.5973067879676819, 0.7040939331054688, 0.6718322038650513, 0.5973067879676819, 0.8227073550224304, 0.8227073550224304, 0.5588180422782898, 0.39159882068634033, -3.5762786865234375e-07]]",0.6174949407577515,0.21505393087863922,-1.1920928955078125e-07,0.9416922330856323,0.44572722911834717,0.5027233958244324,0.6468137800693512,0.7925806045532227,0.8227073550224304,0.4212173521518707,0.33323705196380615,0.4851098358631134,0.5162816643714905,0.7285387516021729,0.8119710087776184,0.413188099861145,0.6855971813201904,0.60266890109657,2026-03-13 10:57:43.522558
